danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
0.847,0.883,-8.751,0.0643,0.00133,0.594,0.161,0.844,123.033,3iZIki3LcOtyY3Cg5DEllm,302640
0.59,0.144,-23.601,0.0376,0.943,0.869,0.082,0.389,125.065,6fTs9vrso7u7spinTkiauE,252773
0.539,0.195,-13.526,0.0311,0.913,0.0247,0.105,0.385,92.665,0bLPHoje9EoM1cWbJuM4sn,296160
0.844,0.637,-6.394,0.0659,0.481,0.0,0.354,0.448,119.991,30U7Hx6g5zYMwm0qvSAZBB,222907
0.323,0.437,-7.584,0.0278,0.514,0.0252,0.138,0.292,67.922,6ksjQpe3dbfAeG1mWis5A1,232053
0.717,0.433,-8.265,0.148,0.483,0.0,0.223,0.68,83.968,58oL7AljIc9iHDeBcHt4gu,232829
0.331,0.42,-11.088,0.0317,0.356,0.00108,0.117,0.265,92.624,2FMOI01n7G65p8AL3qefNa,285600
0.274,0.989,-2.452,0.111,9.72e-06,0.916,0.101,0.0506,165.039,1k7z7AfvknUlJ703fjqeRU,198883
0.469,0.724,-4.711,0.0567,0.0399,0.0,0.148,0.399,145.943,1Yqe3VYgjOhhJLtqkla2zc,205479
0.465,0.843,-5.094,0.0457,0.000217,2.51e-05,0.103,0.54,156.952,23IJVlSoWA8WDFGcpeya6H,223720
0.605,0.974,-5.197,0.0742,0.0135,0.881,0.103,0.282,130.917,0EuwCJrUF4SLQqUtRpXRs7,127910
0.74,0.507,-8.764,0.118,0.373,0.000201,0.239,0.551,103.993,4vIbws1xp082bv0zl8vLaJ,237832
0.747,0.465,-14.081,0.355,0.612,0.0,0.113,0.616,143.068,641KAqGlHS7CH0wCrhh0Ir,161541
0.763,0.863,-4.395,0.0451,0.651,0.0,0.0815,0.9,123.911,3LXPZvEHf0vhgFKs4giHSS,211452
0.617,0.755,-12.187,0.102,0.694,0.0009,0.35,0.518,119.464,101sIVyiX5nGfQqeE5cFTR,245453
0.737,0.608,-6.45,0.0491,0.0463,0.0,0.149,0.346,160.001,08ypQhH0VzblofCcQPp2ny,182204
0.4,0.418,-7.431,0.0293,0.594,0.575,0.197,0.303,163.196,3GzRIROhugr0XHjrOvyDRP,251520
0.345,0.587,-13.609,0.152,0.493,0.864,0.146,0.108,94.419,4yJN7H5h6VSKsM2H19unaB,238809
0.789,0.739,-8.876,0.0527,0.0226,0.878,0.309,0.749,109.077,1TTbSC0v0D0jWMDPxJrIsI,265947
0.467,0.346,-8.577,0.0337,0.223,5.16e-05,0.143,0.683,80.605,2HCG5XvSejkjtGnUx0A8Sb,177067
0.916,0.704,-10.923,0.0942,0.0142,0.0114,0.0613,0.476,127.051,6noajkkuZkla4d8E6sYUiY,319413
0.79,0.607,-8.907,0.314,0.314,0.0,0.121,0.865,128.984,1d2yY2RDleLOkYxEpMuy1Y,171163
0.882,0.73,-6.696,0.062,0.282,3.84e-05,0.347,0.839,137.979,1ReucPNgGHFJuCLcyeHGJ3,285667
0.801,0.985,-2.69,0.0647,0.0205,6.86e-06,0.297,0.72,127.99,3wLPRjw2XQpmowqXUXb3UF,166933
0.832,0.822,-7.782,0.0584,0.0208,0.77,0.111,0.234,126.707,3nGiDHpWphAycJPzORjWtF,292400
0.73,0.732,-5.167,0.051,0.0427,2.22e-06,0.262,0.974,129.974,6sHBvzRsuGunQTfCk18KXi,180453
0.913,0.269,-10.264,0.193,0.0919,0.237,0.121,0.735,95.981,7nTqOCGVbQQ5sGdHCZjh3M,177824
0.829,0.863,-6.732,0.055,0.00589,0.803,0.396,0.235,128.007,1sODGZcJRit5E9OzeMovjL,266255
0.435,0.621,-14.829,0.0354,1.63e-05,0.922,0.0934,0.0875,130.762,6GngTlNeYAXE0v0U3Xd3aI,338067
0.798,0.478,-10.764,0.0383,0.027,0.622,0.0809,0.599,114.037,5Y8lc1PFBvS4a6yoLBCocW,175400
0.308,0.225,-15.033,0.0356,0.893,0.927,0.107,0.176,151.362,5OB5rpvyQvIVVlzvuToHPz,73274
0.529,0.514,-16.353,0.327,0.0942,0.819,0.0878,0.0405,146.914,4R6eZfEXU1LAxaGxDvb224,352240
0.64,0.793,-7.911,0.0309,6.96e-05,0.275,0.136,0.809,119.513,7qHMaeWBGykUXtoMQLkIC4,277867
0.682,0.896,-5.651,0.115,0.00133,0.21,0.0812,0.364,122.033,4mExZER1NmVLhNy9aPmdUS,204848
0.512,0.974,-4.415,0.0762,0.000177,0.903,0.269,0.108,123.988,2L3H49Hd2zmnPy22epnPum,469000
0.411,0.749,-5.159,0.0898,0.00125,0.00727,0.0859,0.164,179.993,4GPYVJUBEXr0WfhozDhvfr,233351
0.613,0.879,-4.649,0.0729,0.00908,1.66e-06,0.108,0.497,76.966,6GAhe3wXCDJP1RK5lZLyjX,214929
0.457,0.404,-9.1,0.0598,0.772,0.782,0.78,0.479,128.01,2f14cB0pXqhgQDeNmQDkXf,236400
0.828,0.613,-7.703,0.0508,0.118,0.0651,0.081,0.549,124.933,6qqeq1UoryAxgud2JfF76t,169933
0.75,0.772,-8.261,0.0527,0.00023,0.919,0.0708,0.335,120.003,3BoWCLj7Iw9yx4RsuypHlQ,293901
0.776,0.908,-5.166,0.0576,0.0626,0.0,0.0536,0.657,149.972,2Fxn7rwHz0qmawLtivHf2M,184910
0.819,0.61,-5.088,0.0607,0.00498,0.321,0.0943,0.482,160.048,1lAwqRBdQOnGltiX0oNm9I,189569
0.819,0.856,-6.504,0.0694,0.00268,0.826,0.655,0.759,122.999,4jSDgC1pUV5iOyKnTcixXb,400269
0.361,0.894,-3.846,0.182,0.000279,2.18e-05,0.25,0.282,180.187,7hsIbzllJCMYtrtiPCXDOY,214840
0.674,0.857,-5.328,0.0346,0.0557,0.196,0.0942,0.278,117.028,6aqNCrRA7vs7v6QvRpI50t,285854
0.662,0.819,-4.609,0.124,0.00537,0.0,0.0498,0.801,122.951,0Xm1uwAeW0ujb1AWRgZOdT,210200
0.69,0.852,-6.934,0.0375,0.0228,0.00267,0.0688,0.887,137.83,1SyUIEOIRM53OEjE571a6V,282627
0.489,0.705,-7.478,0.0284,0.00246,0.0177,0.1,0.692,128.568,1IFuQT9FjglOYxqyF4PZWE,264867
0.561,0.998,-8.894,0.0651,0.0108,0.904,0.316,0.237,154.998,2I0aS54JsiJ0UWmATnVPLZ,252987
0.527,0.653,-7.24,0.0317,0.000629,0.685,0.118,0.811,76.257,0j3m9AfsZfanscT1uLrVk1,175107
0.437,0.888,-4.586,0.0507,0.00446,0.0,0.203,0.182,170.1,3dc5ORKPHJyI9DVEUNZtl9,214593
0.343,0.821,-6.738,0.0367,0.0211,0.0359,0.123,0.182,106.926,48jUZUfYjA6f8EOZcQb35f,346493
0.481,0.551,-7.32,0.0745,0.0419,0.00387,0.113,0.0544,129.932,5mZRb5g7w7MuuEEDv0LJjr,197773
0.762,0.704,-7.163,0.0428,0.423,0.0,0.0593,0.603,94.934,13ayZLGRDxX85NEG78hIjF,120059
0.632,0.67,-5.863,0.0886,0.201,0.0,0.181,0.173,90.004,6mPEHqcSA5lTklz3KmlLgu,140000
0.444,0.524,-9.294,0.0419,0.663,0.0,0.396,0.743,86.39,0bp7FOdAvvpZPO21CQR57W,137138
0.17,0.956,-4.229,0.134,0.00488,2.92e-05,0.299,0.19,85.859,4az7tRDLA5FiyKbaRuh8LR,189627
0.602,0.686,-7.733,0.0337,0.000286,6.22e-05,0.253,0.15,127.881,31PMaVpDCmCSsrYLoyagnw,152741
0.253,0.896,-9.963,0.0903,7.16e-05,0.965,0.224,0.36,125.857,6zqqbngoVI0WxXuLj8Q668,217918
0.508,0.288,-16.157,0.0483,0.982,0.915,0.118,0.851,119.444,2yKav48dBHiEDQRJxlf0Et,133610
0.573,0.807,-5.791,0.0267,0.00041,0.00586,0.155,0.899,138.039,6uAyOEs3DGcVk9rM6V22FM,178213
0.157,0.00247,-31.879,0.0493,0.701,0.5,0.223,0.0665,107.965,2DVyykqFZbiTTampVYUxNr,145627
0.711,0.534,-9.324,0.0287,0.546,0.0,0.0917,0.905,100.125,6Th094mSQMtkLqTeKOh7qU,283733
0.459,0.467,-12.487,0.0446,0.288,0.0,0.144,0.323,143.651,5ti9S7DWBEe4LPpqODp9h8,251254
0.173,0.121,-34.136,0.205,0.000846,0.563,0.318,0.0832,95.289,25jrOsOSOb2dfwXHVT8h81,214093
0.715,0.859,-5.625,0.0387,0.00258,0.00336,0.275,0.27,101.982,2wyZ8y2WfTiSLVeNhZW0wa,163529
0.276,0.516,-7.653,0.0367,0.0004,0.899,0.17,0.17,139.813,7nR9M7Wx8HNnnhkyVRTMJa,609067
0.174,0.569,-7.149,0.0324,0.000825,0.368,0.111,0.109,85.031,6gC5qqgdCVkvJEhwNY2H12,582267
0.333,0.627,-9.76,0.0424,0.0833,0.878,0.114,0.0829,135.082,3DLHpBamrBK8hjOao94did,151289
0.334,0.594,-6.505,0.0292,0.113,0.00809,0.274,0.587,80.094,73PadsMIdoXMzAG7Y08fRa,169500
0.559,0.428,-11.564,0.032,0.93,5.93e-06,0.0745,0.933,149.653,5CXU8pRnFiN6YcmlOcGyuk,141933
0.343,0.0782,-19.666,0.0541,0.971,0.706,0.193,0.176,82.688,2oHYaH854PhDD1c12ZWKgr,173134
0.68,0.757,-8.798,0.0453,0.364,0.0,0.119,0.892,126.155,54e8zk906Pa0gwZZPCz4SS,274495
0.128,0.0192,-33.601,0.0434,0.976,0.972,0.102,0.0334,89.025,3BsmmZzDd2czNH9bT8BOre,219462
0.787,0.43,-9.085,0.103,0.00964,0.762,0.05,0.365,133.013,5wpP0rwLh0XgLPu0cMJGsI,367440
0.911,0.695,-4.819,0.268,0.0768,0.000107,0.335,0.259,96.035,51FNfc26Vj9R7J1mCospQ3,172954
0.711,0.48,-9.35,0.0257,0.152,0.00381,0.216,0.48,109.995,3ZFvFzaH9VARRbr4FaVClp,227541
0.767,0.756,-4.328,0.0735,0.00346,0.000355,0.128,0.927,95.998,1vYZmTgQkZGDwm2nQr1htN,169387
0.662,0.261,-11.593,0.0314,0.924,0.858,0.0951,0.285,135.458,4y8cc8zQSGeM6c0y5FRbpH,238052
0.751,0.441,-10.071,0.0736,0.81,1.62e-05,0.0762,0.575,134.922,115jmKQUc91jUS5LNjyozv,177500
0.538,0.753,-4.772,0.0296,0.00352,0.0,0.138,0.2,95.46,5MSYBThtiQ3xn6AblHxswC,180560
0.521,0.679,-7.468,0.036,0.176,0.165,0.12,0.666,140.013,1Q13JNX0UxEPlxqn09RtLw,187973
0.372,0.254,-11.42,0.0425,0.77,4.44e-05,0.0967,0.3,62.136,6tVfcij9lPfatWzVWgIOkK,180000
0.557,0.907,-4.339,0.0542,0.00507,0.152,0.301,0.724,144.988,0nL1tNl66EapoLy65aOBV8,228160
0.637,0.567,-9.394,0.0389,0.105,0.0201,0.293,0.483,95.004,59Cxa2StBVPhsBbEtHQlaE,231227
0.527,0.437,-8.966,0.0306,0.833,0.0,0.0781,0.605,99.8,0qvCbGtdG0v0TdBloVAbQc,146373
0.553,0.266,-13.647,0.0308,0.928,0.443,0.0901,0.4,139.987,4Cz7H8VpVpib2fdR7Lpbfe,257933
0.575,0.772,-7.967,0.0289,0.185,0.181,0.106,0.883,147.091,3NwTDLpZRmyOTaOtGoVm8X,254973
0.593,0.658,-8.393,0.0364,0.0118,0.0204,0.137,0.422,135.053,5VvsZvy1mwx4teyvI7O9rs,251120
0.74,0.492,-8.72,0.0366,0.589,0.000796,0.119,0.893,128.648,6MMXwZyjQhw6HaIwFGW0JI,238440
0.762,0.616,-7.898,0.16,0.114,1.72e-06,0.0622,0.961,84.942,0MWr43iR0XvhzbuAZnPETf,245427
0.482,0.223,-14.537,0.0497,0.99,0.00684,0.128,0.801,93.668,2ZaCx8fD2nTVmyhUVYnCYN,225027
0.279,0.0747,-19.081,0.0428,0.939,0.0,0.182,0.258,120.129,4WBQInmjo5HeRaYLx5tFoq,176333
0.777,0.544,-13.052,0.0392,0.2,0.528,0.292,0.321,114.004,1W4nmkKNjkUYSiIg4eaU4d,440163
0.223,0.643,-8.198,0.0385,0.0768,0.0681,0.462,0.128,81.32,68sqC5aBTn6eHCC0CjaYud,222473
0.187,0.00785,-30.675,0.0386,0.991,0.918,0.104,0.0695,77.176,0r1K0kNJ1yGpPuKtC7vHdK,122200
0.319,0.861,-4.11,0.0544,0.0368,7.48e-05,0.252,0.202,149.652,3fdK0eZWK2iNOdigAxvDGr,194921
0.688,0.699,-4.528,0.0395,0.00432,3.04e-05,0.0764,0.813,128.004,2OZV4FhFePj3Ali3xXpwPY,359213
0.464,0.812,-6.054,0.0404,0.00916,0.0581,0.101,0.288,140.026,7qGq22ROT0gFfsCW0ciyEj,335592
0.591,0.888,-6.836,0.0354,0.00223,0.699,0.396,0.588,132.885,1arJHhz6TxMV50SNvSmGnV,212133
0.812,0.879,-10.998,0.0397,0.0167,0.224,0.366,0.962,129.991,5ZrDlcxIDZyjOzHdYW1ydr,197960
0.66,0.922,-3.432,0.0384,0.00614,1.32e-06,0.216,0.803,102.406,7gBFqCbisYGY03Kj21S9Jl,150493
0.505,0.65,-6.021,0.0289,0.124,0.000215,0.322,0.333,128.045,77xpAdqm6lXB42a0JsjU6j,268640
0.252,0.909,-13.091,0.103,0.0015,1.13e-05,0.0962,0.303,104.754,3rSyfLKVbrYhLz26iAaAzD,287492
0.428,0.918,-3.684,0.0359,0.000678,6.67e-05,0.295,0.328,133.965,4W5sX4A1HDztpmz1YxLHVP,261167
0.549,0.864,-5.359,0.0325,0.00416,0.0,0.17,0.633,109.996,4eOmK9BReSB6edyjWvasPS,272893
0.651,0.276,-14.771,0.956,0.847,1.13e-06,0.103,0.452,90.555,5l8zkRy1B27Abrgwm2f2Gk,305840
0.554,0.0601,-26.092,0.048,0.971,0.891,0.121,0.656,119.24,5MsuoXYls2KeWfqo2JVvV6,163547
0.35,0.356,-16.11,0.0368,0.192,0.905,0.093,0.227,167.019,71WhsFMZI3JhEczyfbaq9d,433145
0.0879,0.135,-19.361,0.0385,0.965,0.889,0.228,0.0353,85.257,6s0M6NqA9YIWnsRPMKRsi3,223003
0.784,0.299,-7.061,0.0676,0.0119,0.731,0.119,0.0767,135.1,26ykYX8xQgECWm5ax7iVrX,231111
0.49,0.41,-14.696,0.0257,0.838,0.893,0.146,0.391,94.597,6tQDimKu4xg08jQmhkK2bD,381787
0.332,0.569,-7.768,0.0521,0.00244,0.895,0.272,0.126,104.572,19sW3cmbkT0SDk4BXSS6tw,396514
0.196,0.333,-18.696,0.04,0.877,0.944,0.126,0.239,63.515,4IprCxGPjCfhHCE0oaqym3,237628
0.55,0.806,-7.399,0.177,0.515,0.853,0.114,0.372,144.09,19omXaeP2roP59Md09nQkg,215118
0.691,0.497,-9.924,0.0541,0.463,0.79,0.106,0.737,156.278,5XqN4wWYBD2GxJ9z5Op3VB,465480
0.758,0.819,-5.885,0.044,0.00124,0.8,0.211,0.41,128.03,2Y7J49nqVRaKw0ZtGa7BRV,410667
0.102,0.117,-19.124,0.0325,0.866,0.785,0.224,0.0377,89.085,3Woi4fIAiktL6UwEcDFPfo,493860
0.413,0.0329,-22.001,0.0405,0.996,0.921,0.122,0.168,100.121,7ewoRGr2GvyibGbT2kd4UK,212640
0.267,0.116,-23.018,0.0439,0.946,0.943,0.108,0.143,104.98,5RbyOEJsxOVIOGUk1sxX6j,228160
0.474,0.884,-4.782,0.324,0.0951,0.904,0.128,0.324,139.954,2Auy5a07vbfXEGUaitLymP,173072
0.488,0.577,-13.0,0.0329,0.089,0.897,0.0988,0.551,140.0,3qbi5cIZPpVb76GFDpzZpZ,221168
0.757,0.568,-9.071,0.0921,0.846,0.0402,0.391,0.835,150.441,3BayTfpCa3l50eq5u5RIW7,122693
0.458,0.45,-10.122,0.0334,0.901,0.395,0.352,0.479,113.509,1qLUD9yQS1j2OCKDSAW1We,224302
0.534,0.552,-10.467,0.0333,0.15,0.923,0.0842,0.966,150.711,7vrUr4ik4xw8ukdGdQ1v9Q,192938
0.635,0.723,-11.685,0.0478,0.908,0.884,0.284,0.243,106.749,3gfHadzT6UhT1CxBBCDOuH,81067
0.602,0.722,-9.893,0.722,0.956,0.0,0.738,0.614,127.22,1tSj0NmZV6wYPWqEuI6WzV,188693
0.508,0.953,-6.031,0.0806,0.256,0.0445,0.929,0.555,119.973,7jZBPuJmkOsfPkwFD30dAA,340787
0.354,0.472,-11.49,0.0364,0.608,0.848,0.105,0.0833,93.273,7Ibx5kcrJCdXEhjuBuH8vu,198573
0.714,0.819,-8.801,0.0663,0.387,0.123,0.0887,0.747,127.099,02uslYmKRGArhSEe3Z72qm,240725
0.439,0.728,-7.931,0.0411,0.346,8.71e-05,0.211,0.0682,71.737,6TQDlYYRwcS1jbPoQiB8KM,279387
0.141,0.116,-28.718,0.041,0.848,0.872,0.107,0.125,102.494,7feFMZxaNV6km5QZAXYyv0,437907
0.739,0.399,-15.516,0.188,0.0402,0.921,0.0818,0.0672,120.02,26chXKKR7oLwMVeMZOELo6,485841
0.426,0.0616,-32.623,0.0417,0.996,0.907,0.0945,0.516,134.44,6LKYTKdEEgikRjVjKXj3d9,182373
0.514,0.182,-15.098,0.0416,0.938,0.00118,0.0781,0.593,119.859,3VstbqoZQrfAJEshh3FsxA,219497
0.553,0.0351,-17.687,0.0762,0.994,0.0175,0.112,0.495,79.048,4jIK8yph3g73HXEtDD7zii,164230
0.483,0.165,-10.095,0.0315,0.963,0.00254,0.108,0.253,105.641,1rhiHX0yLIUkH660U43zB9,183293
0.697,0.544,-8.904,0.0284,0.677,0.708,0.164,0.652,131.911,0coXuCTjvcyzm7xpM77P07,217040
0.652,0.551,-7.271,0.0359,0.0128,0.0,0.111,0.181,140.072,1uy0zxXVHARyKKC4W26ou6,137195
0.529,0.955,-4.26,0.087,0.000169,0.00618,0.262,0.301,107.999,7jQjPgtzLhJwDMRb23NF9f,280750
0.558,0.305,-10.098,0.0268,0.873,0.0,0.222,0.398,136.505,4dZv3G6vdy1YBWMDMZtf6o,203067
0.605,0.461,-6.322,0.0301,0.824,0.0,0.171,0.972,137.978,01YKhZ5wPNWW2zNxYDtGRy,37222
0.414,0.374,-11.793,0.0276,0.684,1.01e-06,0.12,0.11,146.008,7j2D9JHgaQKek6s6Ioie7I,226867
0.441,0.196,-18.86,0.0389,0.837,0.0,0.0946,0.261,123.311,2g5aBus2onp9BuLm8y9LkR,238907
0.564,0.47,-8.815,0.0884,0.186,0.0197,0.212,0.197,169.933,1SJSUe41peTcy4wWXuoAU5,271302
0.55,0.814,-6.658,0.139,0.0146,2.94e-06,0.0943,0.611,120.696,3zsyN2XRjqTuJLan5w98zP,300533
0.511,0.602,-8.477,0.0301,0.0716,0.0,0.319,0.62,53.461,6HLZ77dc7yUCetnXSZwjtG,193107
0.372,0.829,-5.596,0.0446,0.00795,0.0,0.0714,0.566,165.985,3dqn1a4JYEVWPUuQC5FPYv,286252
0.516,0.989,-2.43,0.178,0.000333,0.0023,0.075,0.112,109.981,1LVpEKcM5nIReL9xHJv7ki,174000
0.864,0.648,-8.299,0.0515,0.0373,0.000927,0.136,0.774,122.034,17GNZGkBSDMRXrBrD2BUmg,180984
0.436,0.14,-21.237,0.046,0.933,0.823,0.0857,0.151,141.35,6u6bLHM3t2UcQWjPpooDEx,224493
0.965,0.528,-8.266,0.252,0.000828,0.00104,0.0533,0.371,129.991,4vtKtEzIGbzeGewBGhLnY1,326861
0.182,0.223,-29.302,0.0652,0.0364,0.952,0.109,0.0324,143.397,5rmF4T1imtC4AoLO7p7xi2,293027
0.773,0.44,-17.934,0.359,0.00695,0.857,0.16,0.627,96.529,5nrhfbgnq80WedT6H4Nl1j,185160
0.609,0.572,-8.332,0.0283,0.388,0.000109,0.0589,0.582,155.891,53Gu7Dy1lexPl3FE0ZfjgC,242138
0.56,0.604,-8.732,0.0866,0.315,1.12e-06,0.176,0.75,84.784,2LcXJP95e4HKydTZ2mYfrx,281574
0.829,0.792,-3.755,0.0668,0.726,5.83e-06,0.122,0.758,118.05,0tZkVZ9DeAa0MNK2gY5NtV,215507
0.622,0.955,-8.982,0.101,2.37e-05,0.529,0.124,0.145,85.07,5n1gSp613RR77ZIShdNt7v,188448
0.444,0.191,-19.261,0.0547,0.952,0.867,0.115,0.427,114.295,03CLghlf8FCjjjhvZg3OjC,188813
0.812,0.656,-5.538,0.102,0.301,0.0,0.126,0.46,128.065,7rJBYtwM14rQDVMUAyLsHK,176709
0.57,0.501,-10.761,0.0324,0.65,0.0337,0.0691,0.495,126.092,0JaACsSzyPIv4mJu6gdOFa,258587
0.189,0.987,-5.316,0.0878,2.52e-06,0.92,0.294,0.0349,92.708,3WBUkNHTHZ7J1lRoA5kcl0,228908
0.743,0.443,-10.69,0.0286,0.229,0.000301,0.0802,0.958,117.299,1xZMyT9borQZ7yxcZ7HmzW,176600
0.39,0.039,-23.108,0.0395,0.995,0.0,0.105,0.537,129.561,0cOHzWzQKpJT2on5IH9sNn,131227
0.433,0.194,-13.118,0.037,0.935,2.27e-05,0.317,0.35,121.917,1iaTbU0PCi9twErnoQVeq2,248120
0.388,0.0328,-29.039,0.0375,0.871,0.276,0.0895,0.0397,87.491,2O9g9YNMhaqUwWY5pFYaRx,227360
0.704,0.748,-5.133,0.07,0.00295,3.38e-05,0.148,0.605,94.993,4CSgoY7IB32SqrNdR1WO3N,228267
0.505,0.62,-5.553,0.0298,0.00137,0.00746,0.115,0.0886,135.017,3orX7EjW9C6tr1nHRfx6C2,347200
0.406,0.439,-9.631,0.0353,0.0949,0.584,0.151,0.0379,115.039,1aE3j2yUjvfeUexBdMDKHA,379493
0.727,0.598,-3.719,0.067,0.285,0.0,0.0843,0.459,128.017,2Xt73nX1u3QHzJmQlpuGMP,152578
0.647,0.876,-5.191,0.0344,0.0038,0.000253,0.184,0.333,128.034,3ZVWkAH564NWpKg4JXxFqR,149164
0.742,0.646,-6.41,0.0358,0.045,0.05,0.163,0.293,130.011,7kMsGa2moGqQsEfZ3tu2uD,196000
0.701,0.926,-10.783,0.044,0.00416,0.797,0.32,0.652,135.003,7kHaOCIF0hUyWeMLCObcm9,323840
0.176,0.00252,-22.111,0.0532,0.986,0.974,0.104,0.063,118.669,37DX6N3HF9S3VNfieLFfp9,81443
0.357,0.216,-13.67,0.0494,0.941,0.206,0.0811,0.319,132.126,73K4YDLiqRQnIoZrpCuXpT,281267
0.31,0.911,-4.32,0.0321,6.09e-05,0.0129,0.359,0.222,162.339,5tmeWfDdanrJNEXofs6WEU,258053
0.254,0.983,-1.36,0.0691,0.189,0.145,0.0781,0.147,92.135,4Xr5w05IzMp8Ntj2T8TDri,128400
0.0828,0.905,-4.489,0.0771,0.000123,0.0,0.0797,0.121,169.665,4f1Oxajt1aNxlPBDxr55g4,239596
0.712,0.555,-7.423,0.0628,0.432,0.0,0.103,0.444,80.072,0tpO1KMVMasocnfdsjII6y,177882
0.451,0.444,-8.593,0.0288,0.0446,0.0,0.0974,0.31,159.919,0AzAKlEGsBfigjWpp9AOdE,249013
0.619,0.822,-7.983,0.0359,0.218,0.00541,0.109,0.874,147.051,2lB15LfZER8op4ixZdWgaV,151150
0.688,0.342,-17.056,0.0515,0.576,0.867,0.106,0.439,138.293,26EckqdKwbnLgXPoiUgaEo,350112
0.495,0.932,-9.009,0.0616,2.67e-06,0.916,0.0607,0.334,112.502,57uPjgUtBJTYkjh3ErvGka,238373
0.407,0.907,-5.557,0.0584,0.00198,0.0398,0.167,0.352,79.987,70uBwhlKqPLWDPu49q9Rut,203053
0.585,0.866,-6.457,0.0318,0.00031,0.00174,0.0892,0.197,121.024,3hwhOLlATc5CIaTzrrgCdm,264563
0.685,0.808,-7.302,0.047,0.561,0.178,0.248,0.773,119.33,2jAlnXoVRweL3cX68AREyI,389760
0.409,0.817,-5.817,0.0426,0.0309,0.0681,0.234,0.955,170.933,3ApNJsJf8qKCivGoJTeCrz,184067
0.428,0.59,-6.187,0.0404,0.102,3.39e-06,0.108,0.305,120.38,65fQnXVQUfGZi57MSPRRdq,232760
0.462,0.912,-7.401,0.042,0.047,0.0,0.355,0.821,147.449,27xWHpZ7neIP1uuTAq8lXl,185667
0.461,0.743,-6.507,0.0294,0.000684,0.000293,0.0875,0.503,133.882,2zxC2TAoyDo0FHhzYswBsS,216533
0.33,0.969,-2.503,0.0725,0.000207,3.96e-06,0.0957,0.55,186.851,73k60UciuH1K0HusB2ixSQ,237773
0.46,0.981,-3.686,0.0854,0.000989,1.96e-06,0.304,0.438,142.561,0OCfwvWKRbPXRYHltFTzTr,252018
0.404,0.492,-9.669,0.0284,0.0295,0.311,0.129,0.23,129.969,1Za42zP82buuWhIgBqQGC8,427067
0.302,0.812,-9.34,0.0428,0.00326,0.00389,0.0863,0.446,91.292,5xrriw6iv5rFBaQrbwyZt8,285770
0.494,0.93,-6.375,0.0425,0.0277,0.0,0.436,0.804,96.68,0sFHM2CgPdGyVF27RU1Ed7,135240
0.797,0.73,-4.603,0.0409,0.118,0.0,0.134,0.769,105.047,1pzg9aSA6u4anSbXXM7Qgn,225226
0.371,0.951,-6.027,0.044,0.0288,0.0131,0.106,0.949,191.456,04YEUXO7f7Bmbuilnwv0rA,168373
0.637,0.586,-12.896,0.102,0.764,4.33e-05,0.103,0.481,94.991,3ZMgFW0P5iO2iN5oLRzwF0,239119
0.467,0.659,-8.57,0.0354,0.204,0.0,0.171,0.696,177.846,6vk5eOIYciQLhKnHBt6one,199000
0.709,0.837,-7.097,0.0463,0.000449,0.835,0.115,0.0377,128.015,3qmJ2mmoMMh8oshmyhOYen,412500
0.518,0.56,-5.688,0.0483,0.0841,0.000185,0.0933,0.276,93.002,4Mg2rAHrqKXQzLRIwr4j9r,209677
0.555,0.572,-9.531,0.0275,0.00574,1.04e-05,0.203,0.36,119.99,5wkKY8JvmtYozV48uim5WK,225460
0.657,0.882,-5.2,0.044,0.0473,0.239,0.245,0.728,115.356,2jBae23d8t309GMkhKrbp9,212767
0.627,0.549,-6.152,0.0287,0.351,0.197,0.102,0.687,120.085,4iAKfuXxtvBuBilApPvf06,213693
0.651,0.562,-12.683,0.0508,0.571,1.13e-05,0.105,0.6,100.895,1LpP64pILwvy6x1MJ2rfBa,272013
0.706,0.347,-8.779,0.303,0.503,0.0,0.106,0.436,83.673,6u1EabMfOcc3GIryh6VOb8,191880
0.592,0.883,-6.81,0.0284,0.4,0.888,0.0482,0.947,106.467,5ossFJafGKTdM8uc5p3vJ2,205773
0.838,0.585,-10.043,0.0429,0.185,0.0,0.0889,0.86,120.015,5rzIp0iIOsBp50Q4uz0T7g,192495
0.647,0.676,-5.815,0.0384,0.0217,0.0,0.0502,0.791,133.972,1JlrnS4a8lc0nDlMAGVlCR,179533
0.769,0.881,-4.492,0.174,0.0055,0.0,0.08,0.726,96.987,4V9fZGeWrRVRgXQjAToKKG,224536
0.554,0.629,-10.691,0.377,0.000217,0.0,0.641,0.344,193.034,5cYYahSMiwR4IjR8oZJ5fZ,172460
0.635,0.673,-10.611,0.037,0.405,0.915,0.668,0.111,122.992,5v09mpnFDvxtjgtKHDD5v0,402769
0.555,0.973,-5.122,0.125,6.57e-05,0.547,0.208,0.174,126.033,6j7aVpR7Bih24uAXTkAMgu,276328
0.731,0.734,-5.111,0.157,0.0979,0.0,0.17,0.838,163.931,6TJZmHZNKOxquSGNfsC4Li,170318
0.345,0.977,-4.408,0.0705,8.44e-06,0.267,0.356,0.102,130.445,0BcQZ6ao4wsjaJNMhcegnm,134687
0.834,0.799,-7.696,0.219,0.077,0.0,0.0935,0.676,140.482,5oyukJiHDBC6wsnH9GrnpO,174139
0.658,0.3,-15.568,0.0726,0.341,0.0014,0.193,0.594,84.78,4Z335bGhpA68s6sq40UDfe,298840
